paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
2024.acl-short.15,8,"L_{SD}=\underbrace{KL(P^{[I,t-1]}_{ kT} || P^{[I,t]}_{latent SD})}_{Intent SD}+\underbrace{\frac{1}{L}\sum_{i=1}^{L}KL(P^{[S,t-1]}_{[x,i]} || P^{[S,t]}_{[x,i]}) }_{Slot SD}","where \(\mathbf{P}^{[I,t]}_{\mathbf{x}}\) denotes the probability distribution of intent, \(\mathbf{P}^{[S,t]}_{[\mathbf{x},i]}\) of slot at \(i\)-th token",L_{SD}=KL(P^{t}_{x} || P^{t-1}_{x})+KL(P^{t}_{x^{\prime}} || P^{t-1}_{x^{\prime}}),"where \(\mathbf{P}^{t}_{\mathbf{x}}\) and \(\mathbf{P}^{t}_{\mathbf{x}^{\prime}}\) denote the predicted probability distributions of the original and code-switched sentences at the \(t\)-th epoch, respectively."
2024.acl-short.15,9,L=L_{I}+L_{S}+L_{RLA}+L _{PLA}+L_{SD},,L=L_{I}+L_{S}+\lambda_{1}L_{RLA}+\lambda_{2}L_{PLA}+\lambda_{3}L_{SD},"where \(\lambda_{1}\), \(\lambda_{2}\), and \(\lambda_{3}\) are hyperparameters to balance the importance of each loss component"
2024.acl-short.16,1,Y=W_{0}^{l}X+\Lambda_{b}^{l}B^{l}\Lambda_{d}^{l}A^{l}X,,Y=lora_{B}\cdot (s_{b}\cdot (lora_{A}\cdot (s_{d}\cdot X))),"The equation represents the complete operation for a layer l in the LoRA module, where X is the input, Y is the output, and lora_A, lora_B, s_d, and s_b are the down-projection linear layer, up-projection linear layer, and feature transform vectors, respectively."
2024.acl-short.16,2,"I_{A^{l}}=|\nablaL(\theta)|,\overline{T}^{(t)}_{A^{l }}=\beta_{1}\overline{T}^{(t-1)}_{A^{l}}+(1-\beta_{1})I^{(t)}_{A^{l}} || U^{(t)}_{A^{l}}=|I^{(t)}_{A^{l}}-\overline{I}^{(t)}_{A^{l}}|,\overline{U}^{(t)}_{A^{l}}=\beta_{2}\overline{U}^{(t-1)}_{A^{l}}+(1-\beta_{2} )U^{(t)}_{A^{l}} || s^{(t)}_{A^{l}}=mean(\overline{T}^{(t)}_{A^{l}}\circ\overline{U}^{(t)}_{A^{l}})",,F_{score}(A^{l})=\frac{1}{T}\sum_{t=1}^{T}\left\|\frac{\partial L}{\partial A^{l}}\right\|_{2},The freezing score \(F_{score}(A^{l})\) is calculated as the average of the L2 norm of the gradients of the loss \(L\) with respect to the low-rank tensor \(A^{l}\) over \(T\) training steps.
2024.acl-short.16,3,r(t)=\{{ll}0&0\leq t<t_{i}\\1-(1-\frac{t-t_{i}}{T-t_{i}-t_{f}})^{3}&t_{i}\leq t<T-t_{f}\\1&otherwise,"where \(t\) refers to current #step, \(T\) is the total number of fine-tuning steps",r(t)=0 & t\leq t_{i}\\\left(\frac{t-t_{i}}{T-t_{i}-t_{f}}\right)^3 & t_{i} < t < T-t_{f}\\1 & t\geq T-t_{f},"The freezing fraction r(t) is calculated based on the current training step t, the initial training steps t_i, the total training steps T, and the final freezing steps t_f."
2024.acl-short.20,1,"E(h,r,t)=\sum_{i=1}^{k}w_{i}(q)M_{i}(h,r,t)","where \(\mathtt{E}(\mathtt{h},\mathbf{r},\mathbf{t})\) is the ensemble score for \(\mathbf{t}\) given query \(\mathtt{q}=(\mathbf{h},\mathbf{r},?)\)","E=\sum_{i=1}^{k} w_iM_{i}(h,r,t)","The ensemble E is a weighted sum of the scores from each model \(\mathtt{M}_{\mathtt{i}}\), where \(w_i\) represents the weight assigned to model \(\mathtt{M}_{\mathtt{i}}\)."
2024.acl-short.20,2,"M_{i}(h,r,t)\getsM_ {i}(h,r,t)-\min_{t^{\prime}\inE}M_{i}(h,r,t^{\prime}) || M_{i}(h,r,t)arrow\frac{M_{i}(h,r,t)}{\max_{t^{\prime}\inE}M_{i}(h,r,t^{\prime})}",,"\bar{M}_{i}(h,r,t)=\frac{M_{i}(h,r,t)-\min_{t'\inE}M_{i}(h,r,t')}{\max_{t'\inE}M_{i}(h,r,t')-\min_{t'\inE}M_{i}(h,r,t')}","The normalized score for model \(\mathtt{M}_{\mathtt{i}}\) given query \(\mathtt{q}=(\mathbf{h},\mathbf{r},?)\) and candidate tail \(\mathbf{t}\)."
2024.acl-short.20,3,"f(M_{i},q)=\underset{t^{\prime}\inE}{mean}(M_{i}(h,r,t^{\prime})) || \underset{t^{\prime}\inE}{ var}(M_{i}(h,r,t^{\prime}))",,"f_{i}(q)=\left[M_{i}(h,r,t^{gt}),\frac{1}{|E|}\sum_{t\inE}M_{i}(h,r,t)\right]",The feature vector \(\mathbf{f}_{\mathtt{i}}(\mathtt{q})\) for model \(\mathtt{M}_{\mathtt{i}}\) given query \(\mathtt{q}\) includes the score of the ground truth tail \(\mathtt{t}^{\mathtt{gt}}\) and the average score of all candidate tails.
2024.acl-short.20,4,"w_{1}(q)=MLP_{1}(f(M_{1},q) || f(M_{2},q) ||  || f(M_ {k},q))",,"w_{i}=MLP_{i}(f(M_{1},q) || f(M_{2},q) ||  || f(M_{k},q))",The weight \(\mathbf{w}_{\mathtt{i}}\) for model \(\mathtt{M}_{\mathtt{i}}\) is obtained by passing the concatenated feature vector through a 2-layer MLP.
2024.acl-short.20,5,"L=\sum_{t\inN}\max(E(h,r,t)-E(h,r,t^{*})+m,0)",where \(\mathtt{m}\) is the margin hyperparameter,"L(q)=\max(0,\gamma-(E(h,r,t^{\ast})-\max_{t\inN}E(h,r,t)))","The loss function $\mathcal{L}$ for query $\mathtt{q}=(\mathtt{h},\mathtt{r},?)$ is defined as the margin loss between the score of the gold entity $\mathtt{t}^{\ast}$ and the maximum score of the negative samples $\mathtt{N}$."
2024.acl-short.25,1,"s_{i}=\sigma(\frac{1}{\beta_{i}}(log\frac{\mu_{i}}{1-\mu_{i}}+\textit{log}\alpha_{i})) || m_{i}=min(1,max(0,s_{i}(\zeta-\gamma)+\gamma))",,"m_{i}\simHardConcrete(\log\alpha_{i},\beta_{i})","The variable \(m_{i}\) represents the mask corresponding to each neuron, which follows a hard concrete distribution with parameters \(\log \alpha_{i}\) and \(\beta_{i}\)."
2024.acl-short.25,2,"min(1,max(0,\sigma(log\alpha_{i})(\zeta-\gamma)+\gamma))",,m_{i}=I[\log\alpha_{i} > 0]\,"\(m_{i}\) represents the discrete mask value of each neuron, where \(\mathbb{I}\) denotes the indicator function."
2024.acl-short.25,3,"L_{m}(f(m\odot\theta),x)=\sum_{i=1}^{I}log(P(x_{p+i}|x_{<p+i}))",,"L_{m}(f(m\odot\theta),x)=-\sum_{t=p}^{p+I}logf(m\odot\theta)(x_{t})",\(\mathcal{L}_{m}\) represents the training loss for localizing PII-specific neurons.
2024.acl-short.25,4,"L_{adv}(f(m\odot\theta),x)=-\sum_{t=1}^{T}log(P(x_{t}|x_{<t}))",,"L_{adv}(f(m\odot\theta),x)=-\sum_{i=1}^{T}log(P(x_{i}|x_{<i}))",\(\mathcal{L}_{adv}\) denotes the adversarial loss for preserving language modeling ability.
2024.acl-short.25,5,R(m)=-\frac{1}{|m|}\sum_{i=1}^{|m|}\sigma(log\alpha_{i}-\beta_{i}log \frac{-\gamma}{\zeta}),,R(m)=\sum_{i=1}^{N}I(m_i <\gamma),The regularization term \(R(m)\) is used to penalize the number of localized neurons by minimizing the \(L_{0}\) complexity of mask scores.
2024.acl-short.3,1,"\Delta(G_{1},G_{2})=\min_{ops}\sum_{i=1}^{n}w(op_{i})",,"\Delta=APTED(G_{1}, G_{2})",\(\Delta\) represents the tree edit distance between the predicted code's AST and the ground-truth AST.
2024.acl-short.3,2,"TSED=\max\{1-\frac{\delta}{MaxNodes(G_{1},G_{2})},0\}",,"\Delta_{norm}(G_{1},G_{2})=\frac{\Delta(G_{1},G_{2})}{\max(|G_{1}|,|G_{2}|)+\alpha\cdot\sigma(|G_{1}|,|G_{2}|)}","\(\Delta_{norm}(G_{1},G_{2})\) represents the normalized tree edit distance between the predicted code's AST \(G_{1}\) and the ground-truth code's AST \(G_{2}\), where \(\alpha\) is a hyperparameter and \(\sigma(|G_{1}|,|G_{2}|)\) is a ramp function."
2024.acl-short.39,1,"Bio(m,co(m))=f_{gen}(m,co(m))",where biography is generated by the model \(f_{gen}\) given the personal attribute of interest (\(m\)) and the co-occurring attributes (\(co(m)\)),"x=(a_1, a_2, ..., a_n)",x represents the input infobox containing n personal attributes
2024.acl-short.39,2,"Bio(\phi,co(m))=f_{gen}(\phi,co(m))",,"S=\frac{1}{N}\sum_{i=1}^{N} (S_{match}(Bio(m,co(m)))+S_{sent}(Bio(m,co(m))))","where S represents the overall score, N is the total number of biographies, S_match is the semantic matching score, and S_sent is the sentiment score."
2024.acl-short.39,3,"Bio(f,co(m))=f_{gen}(f,co(m)),do(m\to f)","where \(do(m\to f)\) denotes the do operator (Pearl, 2009), e","Bio(m',co(m))=f_{gen}(m',co(m))",where biography is generated by the model \(f_{gen}\) given the counterfactual personal attribute of interest (\(m'\)) and the co-occurring attributes (\(co(m)\))
2024.acl-short.40,1,"L_{e}=\frac{1}{N}\sum_{i=1}^{N}(\cos(S_{1,i},S_{2,i})-\cos(E_{1,i},E_{2,i}))^{2}","where \(N\) is the batch size, and \(S\) and \(E\) contain the target text SEM vectors and the predicted output SEM vectors respectively",L=\frac{1}{2} (d-s)^2,The loss L is calculated as the minimum squared error (MSE) between the distance d and the similarity score s.
2024.acl-short.40,2,"L_{o}=CE(T,O)=-\frac{1}{N}\sum_{i=1}^{N}\sum_{j=1}^{M} (T_{ij}\cdot\log(O_{ij}))","where \(N\) is the batch size, \(M\) the vocabulary size, \(T\) is the target text and \(O\) is the output text","L_{t}=-\frac{1}{N}\sum_{i=1}^{N}\sum_{j=1}^{M}y_{i,j}\log(p_{i,j})","where \(N\) is the batch size, \(M\) is the sequence length, \(y_{i,j}\) is the true label, and \(p_{i,j}\) is the predicted probability."
2024.acl-short.41,1,E(y)=h(\beta+\sum_{j=1}^{J}f_{j}(x_{j})),"where \(h(\cdot)\) is the activation function used in the output layer, e",y=\beta_0+\beta_1 z+\beta_2 t+\epsilon,"The equation represents a general form of a NAM, where y is the target variable, z is the topic, t is the additional tabular variable, and ε is the error term."
2024.acl-short.41,2,h(E[y])=\beta+\sum_{j=1}^{J}f_{j}(x_{j(tab)})+\sum_{k=1}^{ K}f_{k}(x_{k(top)}),,"z\equiv(x_{tab},x_{top})",where \(\mathbf{z}\) is a combination of tabular features \(\mathbf{x}_{tab}\) and topical features \(\mathbf{x}_{top}\).
2024.acl-short.43,1,P(c|s)=\frac{\exp(b_{c}\cdot\frac{1}{T}\sum_{t=1}^{T}x_{t})}{\sum_{c^{\prime}=1}^{N}\exp(b_{c^{\prime}}\cdot\frac{1}{T}\sum_{t=1}^ {T}x_{t})},,p(c|s)=\frac{\exp(w_c^T\cdot\frac{1}{T}\sum_{t=1}^{T}x_t+b_c)}{\sum_{k=1}^{N}\exp(w_k^T\cdot\frac{1}{T}\sum_{t=1}^{T}x_t+b_k)},"The posterior probability of language c given sentence s, where \(\mathbf{w}_c\) and \(b_c\) are learnable weights and bias for language c, and N is the total number of languages."
2024.acl-short.43,2,"V_{c,t}(s)=b_{c}\cdotx_{t}",,"V_{c,t}(s)=b_{c}\cdotx_{t}","\(\mathbf{V}_{c,t}(s)\) represents the logits for language \(c\) and word-level feature \(\mathbf{x}_{t}\)."
2024.acl-short.49,1,CEF=\frac{\sum_{i=0}^{n}(I_{i}-\overline{I} )(M_{i}-\overline{M})}{\sqrt{\sum_{i=1}^ {n}(I_{i}-\overline{I})^{2}}\sqrt{\sum_{i=1}^ {n}(M_{i}-\overline{M})^{2}}},where \(\overline{x}=\frac{1}{n}\sum_{i=1}^{n}x_{i}\) (the sample mean),"\rho=\frac{\cov(I,M)}{\sigma_{I}\sigma_{M}}","The Pearson correlation coefficient, denoted as \(\rho\), measures the linear correlation between the prediction impact \(\mathcal{I}\) and the mention importance \(\mathcal{M}\)."
2024.acl-short.49,2,"TVD(P,Q)=\frac{1}{2}\sum_{x}|P(x)-Q(x)|",where P and Q are probability distributions over discrete classes,TVD=\frac{1}{2}\sum_{c=1}^{C}|P(c|x)-P(c|x_{IA})|,The total variation distance measures the difference between the model's predictions for the original input and the input with the inserted IA.
2024.acl-short.49,3,CCT=\frac{E_{M}(TVD)-E_{-M}(TVD)}{STD(TVD)}\sqrt{\frac{|M || \neg M|}{|M\cup\neg M|^{2}}},"where \(M\) indicates that the explanation mentions the IA, and \(|M|\) indicates the number of examples with explanation mentions",CCT=\frac{\sum_{i=0}^{n}(TVD_{i}-\overline{TVD})(M_{i}-\overline{M})}{\sqrt{\sum_{i=1}^{n}(TVD_{i}-\overline{TVD})^{2}}\sqrt{\sum_{i=1}^{n}(M_{i}-\overline{M})^{2}}},where TVD represents the total variation distance and \(\mathcal{M}\) represents the mention importance
2024.acl-short.5,1,"s_{ori}(x_{i}|x_{<i})= || \{{ll}\log P_{M_{e}}(x_{i}|x_{<i})-\log P_{M_{a}}(x_{i}|x_{<i}),&x_{i}\inV_{ori,i}^{\alpha}\\-\infty,&x_{i}\notinV_{ori,i}^{\alpha}\\s_{imp}(x_{i}|x_{<i})=\\\{{ll}(1+\beta)Y_{M_{a}}(x_{i}|x_{<i})-\beta Y_{M_{a}}(x_{i}|x_{<i}),&x_{i}\inV_{imp,i}^{\alpha}\\-\infty,&x_{i}\notinV_{imp,i} || s_{int}(x_{i}|x_{<i})= || \{{ll}(1+\beta)Y_{M_{e}}(x_{i}|x_{< i})-\beta Y_{M_{a}}(x_{i}|x_{<i}),&x_{i}\inV_{imp,i}^{\alpha}\\-\infty,&x_{i}\notinV_{imp,i}",,s_{ori}(x_{i}|x_{<i})=\log\frac{p_{exp}(x_{i}|x_{<i})}{p_{ama}(x_{i}|x_{<i})},The original contrastive decoding logit score \(s_{\text{ori}}(x_{i}|x_{<i})\) represents the logarithm of the ratio of the expert language model probability to the amateur language model probability.
2024.acl-short.5,2,"V_{ori,i}^{\alpha}=\{w|P_{M_{e}}(w|x_{<i})>\alpha\max_{w\inV}P_{M_{e}}(w|x_{<i})\} || V_{imp,i}^{\alpha}=\{w|Y_{M_{e}}(w| x_{<i})>\log\alpha+\max_{w\inV}Y_{M_{e}}(w|x_{<i})\}",,"V_{ori,i}^{\alpha}=\{x_{i}|\log P_{M_{e}}(x_{i}|x_{<i})\geq\alpha\}","\(\mathcal{V}_{\text{ori},i}^{\alpha}\) represents the set of tokens that satisfy the adaptive plausibility constraint for the original contrastive decoding."
2024.acl-short.53,1,"L_{FT}=\frac{1}{|D_{M}|}\sum_{d\inD_{M}}L(d;\Phi _{0},\Delta\Phi)","where \(\mathcal{D}_{M}\) is the KE dataset and \(d\) is a fact edit example, \(L\) is the cross entropy loss function applied to autoregressive models, \(\Phi_{0}\) denotes the set of original weights of the language model that are kept frozen, and \(\Delta\Phi\) denotes the additional parameters used by the PEFT adapters",L=\frac{1}{N}\sum_{i=1}^{N} (y_i-\hat{y_i})^2,The loss function L measures the mean squared error between predicted and actual values.
2024.acl-short.53,2,h=W_{0}x+BAx=(W_{0}+BA)x,,L_{LoRA}=\frac{1}{|D_{M}|}\sum_{d\inD_{M}}L(d;(\Phi _{0}+BA)\Delta\Phi),"The loss function for LoRA, where low-rank matrices B and A are used to update the model parameters."
2024.acl-short.56,1,h^{\prime}=SoftMax(h\cdoth^{\prime T})\cdoth^{\prime},,"H=(z^{\prime}_{s}+M[1],\cdots,z^{\prime}_{s}+M[K])",The hybrid latent variable H is a combination of continuous and discrete latent variables.
2024.acl-short.56,2,"\mu^{\prime}_{1},...,\mu^{\prime}_{n}\\\log(\sigma^{\prime 2}_{1}),...,\log(\sigma^{\prime 2}_{n})=[h_{1};h^{\prime}_{1}]\\\cdots\\[h_{n};h^{\prime}_{n}]W^{\prime}_{u}\","where \(W^{\prime}_{u}\) is trainable parameters of \(q_{\phi}(z|r,c)\)","q_{\phi}(z|c,r)=N(\mu^{\prime},\sigma^{\prime 2}I)","\(q_{\phi}(z|c,r)\) represents the recognition network that estimates the isotropic Gaussian distribution of the continuous latent variable \(z\) given the user input \(c\) and the character result \(r\)."
2024.acl-short.57,1,"a_{k}^{pred}=\operatorname*{arg\,max}_{a_{k}}\!P(a_{k}|q_{k},H_{k},D)",,"a_{k}^{pred}=f(q_{k}, D, H_{k})","The predicted answer at dialog turn k is a function of the current question, the document, and the conversation history."
2024.acl-short.57,2,"P(a_{k}|q_{k},H_{k},D)=P(a_{k}|q_{k},H_{k}^{\star},D)",,"P(a_{k}|q_{k},H_{k},D)=P(a_{k}|q_{k},H_{k}^{\star},D)","The probability of the answer given the question, history, and document should be the same whether using the original or augmented history."
2024.acl-short.57,3,"L_{CE}=CE(QA_{\theta^{\prime}}(q_{k},H_{k},D),a_{k}^{gold}) || L_{Cons}=D_{KL}(QA_{\theta^{\prime}}(q_{k},H_{k},D) || QA_{\theta^{\prime}}(q_{k},H_{k}^{\star},D)) || L_{T}=L_{CE}+\lambda L_{Cons}",,L_{T}=L_{CE}+\lambda L_{Cons},"The total loss function used to train the QA network, which combines cross-entropy loss and consistency loss."
2024.acl-short.62,1,R(\tau)=\frac{1}{T}\sum_{t=1}^{T}r_{t},,R(\tau)=\frac{1}{T}\sum_{t=1}^{T} r_{t},The reward of the whole trajectory is defined as the average of rewards assigned to each token.
2024.acl-short.62,2,p(\tau^{i}\succ\tau^{j})&=\frac{\exp(R(\tau^{i}))}{\exp(R(\tau^{i}))+\exp(R(\tau^{j}))}\\&=\sigma(R(\tau^{i})-R(\tau^{j})),where \(\tau^{i}\) and \(\tau^{j}\) represent two different responses generated from the same prompt,p(y_{i}>y_{j}|\phi)=\frac{\exp(R(\tau_{i}))}{\exp(R(\tau_{i}))+\exp(R(\tau_{j}))},The probability of preferring response $y_{i}$ over $y_{j}$ given the model parameters $\phi$.
2024.acl-short.62,3,"&L=-E_{(\tau^{i},\tau^{j})\simD}[\log\sigma(R(\tau^{i})-R(\tau^{j}))]\\&=-E_{(\tau^{i},\tau^{j})\simD}[\log\sigma((\frac{1}{T^{i}}-\frac{1}{T^{j}})\sum_{t\in U_{0}}r_{t}\\&+\frac{1}{T^{i}}\sum_{t\in U_{1}}r_{t}^{i}-\frac{1}{T^{j}}\sum_ {t\in U_{1}}r_{t}^{j})]",,L=-\log p(\tau^{i}\succ\tau^{j})=-\log\sigma(R(\tau^{i})-R(\tau^{j}))=-\log\frac{1}{1+\exp(R(\tau^{j})-R(\tau^{i}))},The loss function for training the reward model as a binary classifier.
2024.acl-short.62,4,"L\approx-E_{(\tau^{i},\tau^{j} )\simD}[\log\sigma(\frac{1}{T^{i}}\sum_{t\in U_{1}}r_{t}^{i}-\frac{ 1}{T^{j}}\sum_{t\in U_{1}}r_{t}^{j})]",,"L=-E_{(\tau^{i},\tau^{j})\simD}[\log\sigma(\frac{1}{T}\sum_{t\in U_{1}}(r_{t}^{i}-r_{t}^{j}))]",The loss function simplifies to only consider the difference in rewards for the changed parts between two responses of equal length.
2024.acl-short.66,1,"H(t,a)=\mathds{1}[\{(i,t)\in a\}=\varnothing]",,\hat{y}_{t}\inHallucination\iff\not\exists x_{j} s.t.  a(\hat{y}_{t})=x_{j},The equation defines a hallucination in SiMT as a target word with no alignment to any source word.
2024.acl-short.66,2,"HR(x,\hat{y},a)=\frac{1}{|\hat{y}|}\sum_{t=1}^{|\hat{y}|}H(t,a)",,"HR=\frac{1}{T}\sum_{t=1}^{T} H(t,a)",The Hallucination Rate (HR) is the average of hallucination metrics over all target words.
2024.acl-short.66,3,"H_{wait-k}(t,a)=\mathds{1}[\{(s,t)\in a\mid s\geq t+k\}=\varnothing]",,"G(t,k,a)=\mathds{1}[\{(i,t)\in a\,|\, i\leq t+k\}=\varnothing]",The GHall function measures whether a target word is a hallucination based on its alignment with the current source words within a certain window size defined by Wait-k models.
2024.acl-short.66,4,"R(y_{i},x_{j})=P(y_{i}\midy_{<i},x_{\leq i+k-1}) || \quad-P(y_{i}\midy_{<i},x_{\leq i+k-1, (j,\textbf{0})}) || R(y_{i},y_{j})=P(y_{i}\midy_{<i},x_{\leq i+k-1}) || \quad-P(y_{i}\midy_{<i,(j,\textbf{0} )},x_{\leq i+k-1})",,"R(y_{i},x_{j})=\frac{\partial\log p(y_{i}|y_{<i},x_{\leq i+k-1})}{\partialx_{j}}",The relevance of source word x_j to the next target word y_i.
2024.acl-short.66,5,"R(y_{i})_{source-side}=\max\{|R(y_{i},x_ {j})|\} || R(y_{i})_{target-side}=\max\{|R(y_{i},y _{j})|\}",,"R_{s}(y_{i})=\max_{j} |R(y_{i},x_{j})|",The variables \(R_{s}(\text{y}_{i})\) and \(R_{t}(\text{y}_{i})\) represent the maximum absolute relevance of the source-side and target-side words to the next word \(\text{y}_{i}\) to be generated.
