paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICLR_2024_oral_29,3,"L^{N}(\theta,\theta^{-})=E[\lambda(\sigma_{i} )d(f_{\theta}(x_{\sigma_{i+1}},\sigma_{i+1}),f_{\theta}_{-}(\tilde{x}_{\sigma_{i}},\sigma_{i}))]",where \(\tilde{\mathbf{x}}_{\sigma_{i}}=\mathbf{x}_{\sigma_{i+1}}-(\sigma_{i}-\sigma_{ i+1})\sigma_{i+1}\nabla_{\mathbf{x}}\log p_{\sigma_{i+1}}(\mathbf{x})|_{\mathbf{x}= \mathbf{x}_{\sigma_{i+1}}}\),"L_{CM}(\theta)=E_{i\in [\![1, N-1]\!],x\sim p_{data},z\simN(0,I)}\left[\lambda(\sigma_i)\left\|f_{\theta}(x+\sigma_{i+1}z,\sigma_{i+1})-f_{\theta}(\hat{x}_{\sigma_i},\sigma_i)\right\|_2^2\right]","The consistency matching loss where \(\hat{\mathbf{x}}_{\sigma_i}\) is obtained by applying one step of the Euler method to the probability flow ODE from \((\mathbf{x} + \sigma_{i+1} \mathbf{z}, \sigma_{i+1})\) to \(\sigma_i\)."
ICLR_2024_oral_29,4,\theta^{-}arrowstopgrad(\mu\theta^{-}+(1-\mu)\theta),,\theta^{-}\leftarrow\mu\theta^{-}+(1-\mu)\theta,where \(\mu\) is the EMA decay rate.
ICLR_2024_oral_29,5,"L_{CT}^{N}(\theta,\theta^{-})=E[\lambda(\sigma_{i})d(f_{\theta}(x+\sigma_{i+1}z,\sigma_ {i+1}),f_{\theta^{-}}(x+\sigma_{i}z,\sigma_{i}))]",,"L_{CT}^{N}(\theta,\theta^{-})=E\left[\lambda(\sigma_{i})d\left(f_{\theta}(x+\sigma_{i+1}z,\sigma_{i+1}),f_{\theta^{-}}(x+\sigma_{i}z,\sigma_{i})\right)\right]","The consistency training (CT) objective, which uses the approximation \(\tilde{\mathbf{x}}_{\sigma_i} = \mathbf{x} + \sigma_i \mathbf{z}\)."
ICLR_2024_oral_29,6,"\lim_{N\to\infty}L^{N}(\theta,\theta^{-})=\lim_{N\to\infty}L^{N}_{CT}(\theta,\theta^{-})=E\Big{[}\big{(} 1-\frac{\sigma_{min}}{\sigma_{i}}\big{)}^{2}(\theta-\theta^{-})^{2}\Big{]}\quadif\theta^{-}\neq\theta || \lim_{N\to\infty}\frac{1}{\Delta\sigma}\frac{d L^{N}(\theta,\theta^{-})}{d\theta}=\{{ll}\frac{dL}{d\theta}E\Big{[}\frac{\sigma_ {min}}{\sigma_{i}^{2}}\Big{(}1-\frac{\sigma_{min}}{\sigma_{i}}\Big{)}(\theta-\xi)^{2}\Big{]},&\theta^{-}=\theta\\+\infty,&\theta^{-}\prec\theta\\-\infty,&\theta^{-}>\theta",,"L^{N}(\theta,\theta^{-})=E_{i\simU[1,N-1]}\left[\left( (\theta-\theta^{-})+\sigma_{min}\left(\frac{\xi-\theta}{\sigma_{i+1}}-\frac{\xi-\theta^{-}}{\sigma_{i}}\right)\right)^{2}\right]","The consistency matching loss for the toy example with scalar data and a delta distribution at ξ, using uniform weighting and the squared ℓ2 metric."
ICLR_2024_oral_29,7,"d(x,y)=\sqrt{\lVertx-y\rVert_{2}^{2}+c^{2}}-c",,"d(x,y)=\sqrt{\|x-y\|_{2}^{2}+c^{2}}-c","The Pseudo-Huber metric function between vectors \(\mathbf{x}\) and \(\mathbf{y}\), where \(c\) is a constant and \(\|\cdot\|_2\) denotes the Euclidean norm."
ICLR_2024_oral_29,8,"N(k)=\min(s_{0}2^{\lfloor\frac{1}{N}\rfloor},s_{1})+1,\quad K^{\prime}=\Big{|}\frac{K}{\log_{2}[s_{1}/s_{0}]+1}\Big{|}",,"N(k)=\min\left(s_0\cdot 2^{\left\lfloor\frac{k}{K}\right\rfloor}, s_1\right)+1","The total discretization steps \(N(k)\) at training step \(k\), where \(s_0\) and \(s_1\) are hyperparameters, and \(K\) is the total training iterations."
ICLR_2024_oral_3,1,"\theta^{*}\in\operatorname*{arg\,min}_{\theta\inR^{d}}f(\theta),\\\where f(\theta)\triangleqE_{X\sim\mu}[F(\theta,X) ]=\sum_{i\inN}\mu_{i}F(\theta,i)",,"\min_{x\inX}E[f(x,\xi)]","Equation 1 defines the stochastic optimization problem as minimizing the expected value of the objective function $f(x, \xi)$ over the decision variable $x$ in the feasible set $\mathcal{X}$, where $\xi$ is a random variable."
ICLR_2024_oral_3,2,"\theta_{n+1}=\theta_{n}+\beta_{n+1}H(\theta_{n},X_{n+1}),\\\\forall\n\geq 0","where, roughly speaking, \(H(\mathbf{\theta},i)\) contains gradient information \(\nabla_{\mathbf{\theta}}F(\theta,i)\), such that \(\mathbf{\theta}^{*}\) solves \(\mathbf{h}(\mathbf{\theta})\triangleq\mathbb{E}_{X\sim\mathbf{\mu}}[H(\mathbf{\theta},X)]= \sum_{i\in\mathcal{N}}\mu_{i}H(\mathbf{\theta},i)=\mathbf{0}\)","\theta_{n+1}=\theta_n+\beta_n H(\theta_n, X_n)","The stochastic approximation update rule, where $\theta_{n+1}$ is the next parameter, $\theta_n$ is the current parameter, $\beta_n$ is the step size, and $H(\theta_n, X_n)$ is the update function that depends on the current parameter and the noise $X_n$."
ICLR_2024_oral_3,3,"K_{ij}[x]\triangleq\frac{P_{ij}(x_{j}/\mu_{j})^{-\alpha}}{\sum_{k\inN}P_{ik}(x_{k}/\mu_{k})^{-\alpha}},\quad\quad\forall\,i,j\in N",,"K[x]_{ij}=\frac{ w_{ij}\,x_{j}^{-\alpha} }{\sum_{k\inN} w_{ik}\,x_{k}^{-\alpha} }","The non-linear transition kernel \(\mathbf{K}[\mathbf{x}]\) of the self-repellent random walk, where the transition probability from node \(i\) to node \(j\) is proportional to the edge weight \(w_{ij}\) and the \(-\alpha\)-th power of the current empirical measure \(\mathbf{x}_j\)."
ICLR_2024_oral_3,4,"Draw:\qquad X_{n+1}\simK_{X_{n},\cdot}[x_{n}]",,x_{n}=x_{n-1}+\gamma_{n}\left(\delta_{X_{n}}-x_{n-1}\right),"The empirical distribution update with step size \(\gamma_n\), where \(\mathbf{\delta}_{X_n}\) is the Dirac delta at state \(X_n\)."
ICLR_2024_oral_3,5,"\quadx_{n+1}=x_{n}+\gamma_{n+1}(\delta_{X_{n+1}}-x_{n}) || \quad\theta_{n+1}=\theta_{n}+\beta_{n+1}H(\theta_{n},X_{ n+1})",,x_{n+1}=x_{n}+\frac{1}{n+2}\left(\delta_{X_{n+1}}-x_{n}\right),This equation updates the empirical distribution of the token's visits by incorporating the new state \(X_{n+1}\) and adjusting for the new sample size.
ICLR_2024_oral_3,6,"\theta_{n}\xrightarrow[n\to\infty]{a.s.}\theta^{*}\quadand\quad(\theta_{n}-\theta^{*})/\sqrt{\beta_{n}}\xrightarrow[n\to\infty]{dist.}N(0,V_{\theta}^{(k)}(\alpha))",,"\sqrt{n}(\theta_n-\theta^*)\xrightarrow{d}N(0,\Sigma_k(\alpha)),\quad k=1,2,3","The asymptotic distribution of the scaled optimization error under the three timescale regimes, with covariance $\boldsymbol{\Sigma}_k(\alpha)$ depending on case $k$ and repellence strength $\alpha$."
ICLR_2024_oral_3,7,"x_{n}=\frac{\sum_{i=1}^{n}\omega_{i}\theta_{X_{i}}+\omega_{0}x_{0}}{\sum_{i=0}^{n}\omega_{i}},\\where\\\omega_{0}=1,\\and\\\omega_{n}=\frac{\gamma_{n}}{\prod_{i=1}^{n}(1-\gamma_{i})}",,x_{n}=\frac{\sum_{k=0}^{n}\gamma_{k}\prod_{i=k+1}^{n} (1-\gamma_{i})\delta_{X_{k}}}{\sum_{k=0}^{n}\gamma_{k}\prod_{i=k+1}^{n} (1-\gamma_{i})},"The empirical distribution \(\mathbf{x}_{n}\) is expressed as a normalized weighted sum of Dirac measures at the visited states, with weights \(\gamma_{k} \prod_{i=k+1}^{n} (1 - \gamma_{i})\) for each \(X_{k}\)."
ICLR_2024_oral_3,8,"x_{n}\xrightarrow[n\to\infty]{a.s.}\mu,\quadand\quad\gamma_{n}^{-1/2}(x_{n}-\mu)\xrightarrow[n\to\infty]{dist.}N(0,V_{x}(\alpha)) || where\quadV_{x}(\alpha)=\sum_{i=1}^{N-1 }\frac{1}{2\alpha(1+\lambda_{i})+2-\mathds{1}_{\{a=1\}}}\cdot\frac{1+\lambda_ {i}}{1-\lambda_{i}}u_{i}u_{i}^{T}",,"x_{n}=\frac{\sum_{i=1}^{n}\omega_{i}\delta_{X_{i}}+\omega_{0}x_{0}}{\sum_{i=0}^{n}\omega_{i}},\quadwhere\quad\omega_{0}=1,\quadand\quad\omega_{n}=\frac{\gamma_{n}}{\prod_{i=1}^{n} (1-\gamma_{i})}","The weighted empirical measure \(\mathbf{x}_n\) for the SRRW process, expressed in terms of step sizes \(\gamma_n\) and weights \(\omega_i\)."
ICLR_2024_oral_3,9,\tfrac{d}{dt}z(t)=g(z(t))\triangleqH(\theta(t))^{T}\pi[x(t)]\\\pi[x(t)]-x(t)\inR^{D+N},"where matrix \(\mathbf{H}(\boldsymbol{\theta})\triangleq[H(\boldsymbol{\theta},1),\cdot,H( \boldsymbol{\theta},N)]^{T}\in\mathbb{R}^{N\times D}\) for any \(\boldsymbol{\theta}\in\mathbb{R}^{D}\)",\frac{d}{dt}\theta(t)\\x(t)=h(\theta(t))\\\mu-x(t),The coupled mean-field ordinary differential equation for the state vector.
ICLR_2024_oral_3,10,J(\alpha)\!\triangleq\!\nabla g(z^{*})\!=\!\nablah(\theta^{*})&-\alphaH(\theta^{*})^{T}(P^{T}\!+\mathds{I})\\0_{N\!\times\!D}&2\alpha\mu\mathds{1}^{T}\!-\!\alpha\mathds{P}^{T}\!\!-\!(\alpha\!+\!1)\mathds{I}\!\triangleq\!J_{11}&J_{12}(\alpha)\\J_{21}&J_{22}(\alpha),,\frac{d}{dt}z(t)=g(z(t))\triangleqH(\theta(t))^{T}\pi[x(t)]\\\pi[x(t)]-x(t),The coupled mean-field ordinary differential equation governing the evolution of the parameter vector and the empirical distribution vector.
ICLR_2024_oral_3,11,"\beta_{n}^{-1/2}(\theta_{n}-\theta^{*} )\\\gamma_{n}^{-1/2}(x_{n}-\mu)\xrightarrow[n\to\infty]{ait.}N(0,V^{(k)}(\alpha))",,J(\alpha)\!\triangleq\!\nabla g(z^{*})\!=\!\nablah(\theta^{*})&-\alphaH(\theta^{*})^{T}(P^{T}\!+\mathds{I})\\0_{N\!\times\!D}&2\alpha\mu\mathds{1}^{T}\!-\!\alpha\mathds{P}^{T}\!\!-\!(\alpha\!+\!1)\mathds{I}\!\triangleq\!J_{11}&J_{12}(\alpha)\\J_{21}&J_{22}(\alpha),"The Jacobian matrix of the mean-field ODE at the equilibrium, decomposed into blocks for the optimization parameters and the empirical distribution."
ICLR_2024_oral_3,12,U\triangleq\sum_{i=1}^{N-1}\frac{1+\lambda_{i}}{1-\lambda_{i}}\cdotH^{T}u_{i}u_{i}^{T}H&H^{T}u_{i}u_{i}^{T}\\u_{i}u_{i}^{T}H&u_{i}u_{i}^{T}\triangleqU_{11}&U_{12}\\U_{21}&U_{22},,"\beta_{n}^{-1/2}(\theta_{n}-\theta^{*})\\\gamma_{n}^{-1/2}(x_{n}-\mu)\xrightarrow[n\to\infty]{dist.}N(0,V^{(k)}(\alpha))",The normalized optimization error and the normalized sampling error jointly converge in distribution to a zero-mean Gaussian vector with covariance matrix \(\mathbf{V}^{(k)}(\alpha)\).
ICLR_2024_oral_3,13,V^{(k)}(\alpha)=V^{(k)}_{\theta }(\alpha)&0_{D\times\!N}\\0_{N\!\times\!D}&V_{x}(\alpha),,"V^{(k)}(\alpha)=V_{\theta}^{(k)}(\alpha) &0\\0 &V_{x}(\alpha) ,\quad k\in\{1,3\}","Asymptotic covariance matrix for the joint error vector in cases (i) and (iii), with $\mathbf{V}_{\boldsymbol{\theta}}^{(k)}(\alpha)$ and $\mathbf{V}_{\mathbf{x}}(\alpha)$ being the covariances of the normalized optimization and sampling errors, respectively."
ICLR_2024_oral_31,1,P(z;H)=\mathds{1}(H(z)<\bar{H}),where \(\bar{\mathcal{H}}\) is a threshold and \(\mathds{1}(\cdot)\) is indicator function,P(z;H)=1\{H(z) > 0\},"This equation defines the static pruning probability for a sample $z$ as 1 (keep) if its forgetting count $\mathcal{H}(z)$ is greater than zero, and 0 (discard) otherwise, following Toneva et al."
ICLR_2024_oral_31,2,P_{t}(z)=P(z;H_{t}),,P_t(z;H_t)=\mathds{1}(H_t(z)<\bar{H}),where \(\bar{\mathcal{H}}\) is a threshold and \(\mathds{1}(\cdot)\) is the indicator function
ICLR_2024_oral_31,3,"P_{t}(z)=r,&H_{t}(z)<\bar{H}_{t}\\0,&H_{t}(z)\geq\bar{H}_{t}","where \(\bar{\mathcal{H}}_{t}\) is the mean value of all the scores \(\mathcal{H}_{t}\) and \(r\in(0,1)\) is a predefined hyper-parameter as the pruning probability",P_t(z)=\rho_t\cdot\mathds{1}(H_t(z) <\bar{H}_{t}),where \(\rho_t\) is the pruning probability for samples with scores below the threshold \(\bar{\mathcal{H}}_{t}\) at training step \(t\).
ICLR_2024_oral_31,4,"H_{t+1}(z)=H_{t}(z),&z\inD\backslashS_{t}\\L(z),&z\inS_{t}",,H_{t+1}(z)=H_{t}(z) &if  z is pruned at  t\\L(z) &otherwise,"where for each sample \(z\), if it is pruned at epoch \(t\), the score remains unchanged; otherwise, it is updated to the loss \(\mathcal{L}(z)\) computed in epoch \(t\)"
ICLR_2024_oral_31,5,"\operatorname*{arg\,min}_{\theta\in\Theta}\mathop{E}_{z\inD }[L(z,\theta)]=\int_{z}L(z,\theta)\rho(z)dz",,L=E_{z\sim\rho}\left[L(z)\right],"where \(\mathcal{L}\) is the empirical risk, \(\rho(z)\) is the data distribution, and \(\mathcal{L}(z)\) is the loss for sample \(z\)"
ICLR_2024_oral_31,6,"\operatorname*{arg\,min}_{\theta\in\Theta}\mathop{E}_{z\inS _{t}}[\gamma_{t}(z)L(z,\theta)]=\operatorname*{arg\,min}_{\theta\in\Theta}\frac{1}{c_{t}}\int_{z}L(z,\theta)\rho(z)dz","where \(c_{t}=\mathbb{E}_{z\sim\rho}[1-\mathcal{P}_{t}(z)]=\int_{z}\rho(z)(1-\mathcal{ P}_{t}(z))dz\), \(c_{t}\in(0,1)\) is a constant for temporal status \(t\)","\operatorname*{arg\,min}_{\theta\in\Theta}\mathop{E}_{z\inD}\left[\gamma_t(z)L(z,\theta) (1-P_t(z))\right]","where \(\gamma_t(z) = 1/(1-\mathcal{P}_t(z))\) is the rescaling factor, and \(\mathcal{P}_t(z)\) is the pruning probability at step \(t\)."
ICLR_2024_oral_31,7,\frac{1}{c_{t}}=\frac{|D|}{|\sum_{z\inD}(1-P_{t}( z))|}\simeq\frac{|D|}{|S_{t}|}\RightarrowE[\nabla_{\theta}L(S_{t})]\simeq\frac{|D|}{|S_{t}|}\mathop{E}[\nabla_{\theta}L(D)],,|S_{t}|=M_{t},where \(M_{t}\) is the forced sample number for epoch \(t\)
ICLR_2024_oral_31,8,"P_{t}(z)=r,&H_{t}(z)<\tilde{H}_{t}\wedge t<\delta\cdot C\\0,&H_{t}(z)\geq\tilde{H}_{t}\lor t\geq\delta\cdot C",,"P_t(z)=r, &H_{t}(z) <\bar{H}_{t} and  t\leq\delta C\\0, &otherwise","where \(\delta\) is the hyper-parameter controlling the portion of training epochs for pruning, and \(C\) is the total number of epochs."
ICLR_2024_oral_32,1,"sim(I,t)=\langle M_{image}(I),M_{text}(t)\rangle/( || M_{image}(I) || _{2} || M_{text}(t) || _{2})",,"s(I, t)=\frac{ M_{image}(I)\cdot M_{text}(t) }{\left\| M_{image}(I)\right\|\left\| M_{text}(t)\right\| }",The cosine similarity between the image embedding \( M_{\text{image}}(I) \) and text embedding \( M_{\text{text}}(t) \).
ICLR_2024_oral_32,2,M_{image}(I)=PViT(I),,M_{image}(I)=P\cdotViT(I),This equation defines the CLIP image representation as a linear projection of the vision transformer output using projection matrix \(P\).
ICLR_2024_oral_32,3,"\hat{Z}^{l}=MSA^{l}(Z^{l-1})+Z^{l-1},\quad Z^{l}=MLP^{l}(\hat{ Z}^{l})+\hat{Z}^{l}",,Z' &=Z^{l-1}+MSA(Z^{l-1})\\Z^{l} &=Z'+MLP(Z'),"The token representations at layer $l$ are computed by first adding the multi-head self-attention (MSA) output to the previous layer's tokens to form an intermediate representation $Z'$, then adding the MLP output applied to $Z'$."
ICLR_2024_oral_32,4,M_{image}(I)=PViT(I)=P[Z^{0}]_{cls}+\underbrace{\sum_{ l=1}^{L}P[MSA^{l}(Z^{l-1})]_{cls}}_{MSA\terms}+\underbrace{\sum_{l=1}^{L}P[MLP^{l}(\hat{Z}^{l}) ]_{cls}}_{MLP\perms},,M_{image}(I)=P\left( [Z^{0}]_{cls}+\sum_{l=1}^{L}\left( [MSA^{l}(Z^{l-1})]_{cls}+[MLP^{l}(\hat{Z}^{l})]_{cls}\right)\right),The image representation decomposes into the linear projection of the initial class token plus cumulative contributions from each layer's multi-head self-attention and MLP blocks.
ICLR_2024_oral_32,5,"[MSA^{l}(Z^{l-1})]_{cls}=\sum_{h=1}^{H}\sum_{i=0}^{N}x_{i} ^{l,h},\\\x_{i}^{l,h}=\alpha_{i}^{l,h}W_{VO}^{l,h}z_{i}^{l-1}","where \(W_{VO}^{l,h}\in\mathbb{R}^{d\times d}\) are transition matrices and \(\alpha_{i}^{l,h}\in\mathbb{R}\) are the attention weights from the class token to the \(i\)-th token (\(\sum_{i=0}^{N}\alpha_{i}^{l,h}=1\))","[MSA^{l}(Z^{l-1})]_{cls}=\sum_{h=1}^{H}\sum_{j=0}^{N}\alpha_{0j}^{l,h} W_{OV}^{l,h} z_j^{l-1}","The output of the multi-head self-attention block at the class token is decomposed into a sum over attention heads \(h\) and input tokens \(j\), where \(\alpha_{0j}^{l,h}\) is the attention weight from the class token to token \(j\) in layer \(l\) head \(h\), and \(W_{\mathrm{OV}}^{l,h} = W_O^{l,h} W_V^{l,h}\) is the combined value-output projection matrix."
ICLR_2024_oral_32,6,"\sum_{l=1}^{L}P[MSA^{l}(Z^{l-1})]_{cls}=\sum_{l=1}^{L}\sum_{h=1 }^{H}\sum_{i=0}^{N}c_{i,l,h},\\c_{i,l,h}=Px_{i}^{l,h}",,z_{out}=z_{in}+\sum_{h=1}^{H}head_h(z_{in}})W_h^O,The residual stream output after the multi-head self-attention module equals the input residual stream plus the sum over all attention heads of each head's output multiplied by its output projection matrix.
ICLR_2024_oral_32,7,"V_{explained}(T)=\frac{1}{K}\sum_{k=1}^{K}\| Proj_{T}(c_{k}-c_{avg})\|_{2}^{2}, where c_{avg}=\frac{1}{K}\sum_{k=1}^{K}c_{k}",,variance explained by T=\frac{1}{K}\sum_{k=1}^{K}\left\|Proj_{T}\left( c_k-\frac{1}{K}\sum_{j=1}^{K} c_j\right)\right\|^2,The variance explained by the set of text descriptions \(\mathcal{T}\) is the variance of the head output vectors under the projection onto the span of the text directions.
ICLR_2024_oral_35,1,P_{d}\approx 12lh^{2}+Vh\hskip 28.452756pt(1)\hskip 36.135ptP_{e}\approx(1-\rho)P_{d}+\rho(4h^{2}+8h^{2}N_{e})l,,P_{d}=V\cdot h+12 l h^{2},"This equation calculates the parameter count \(P_d\) of a dense LLM, where \(V\) is the vocabulary size, \(h\) is the hidden size, and \(l\) is the number of layers."
ICLR_2024_oral_35,2,"L(P,D)=\frac{A}{P^{\alpha}}+\frac{B}{D^{\beta}}+E\hskip 14.226378pt(3)\hskip 28.452756ptTC\approx 6PD\hskip 14.226378pt(4)\hskip 28.452756ptIC\approx 2PD\hskip 14.226378pt(5)",,L=E+\frac{A}{P^{\alpha}}+\frac{B}{D^{\beta}}\hskip 28.452756pt (2),The test loss \(L\) equals the summation of an irreducible term \(E\) and reducible terms that diminish with scaling of parameter count \(P\) and training dataset size \(D\).
ICLR_2024_oral_35,3,eff_{re}=\gamma_{0}\cdot\frac{re}{n}\cdoteff_{n }&re<n\\\gamma_{1}\cdot\frac{n}{re}\cdoteff_{n}+\gamma_{2}&re>n || eff_{re}=\gamma_{0}\cdot\frac{re}{n}\cdoteff_{n }&re<n\\\gamma_{1}\cdot\frac{n}{re}\cdoteff_{n}+\gamma_{2}&re>n,,n=t\cdot p\cdot d\hskip 28.452756pt(6),The number of devices required to achieve optimal hardware efficiency for both dense and MoE LLM processing.
ICLR_2024_oral_35,4,energy_{hard}=\sum_{i\in hardware\_set}(P_{i}\cdoteff_{i}\cdot n_{i}\cdot t_{i}) || energy_{oper}=energy_{hard}\cdotPUE,,eff_{re}=\gamma_{0}\cdot\frac{re}{n}\cdoteff_{n} &if  re < n\\\gamma_{1}\cdot\frac{n}{re}\cdoteff_{n}+\gamma_{2} &if  re > n\hspace{1cm} (6),"The hardware efficiency when using \(re\) devices, where \(n\) is the optimal number of devices, \(\mathit{eff}_{n}\) is the optimal hardware efficiency, and \(\gamma_{0}\), \(\gamma_{1}\), \(\gamma_{2}\) are fitting constants."
ICLR_2024_oral_35,5,CO2eq_{oper}=energy_{oper}\cdot carb\_int,,energy_{oper}=energy_{hard}\cdotPUE\hskip 28.452756pt(5),The operational energy consumption is the product of the hardware energy consumption and the Power Usage Effectiveness (PUE).
ICLR_2024_oral_35,6,CO2eq_{emb}=\sum_{i\in hardware\_set}\frac{t_{i}\cdotCO2eq_{chip_{i}}}{lifetime_{i}},,PUE=\frac{energy_{oper}}{energy_{hard}},Power Usage Effectiveness (PUE) is defined as the ratio of the total operational energy to the energy consumed by the computing hardware.
ICLR_2024_oral_36,1,"\gamma,\beta=MLP^{mod}(\tilde{c}) || ModLN_{c}(f_{j})=LN(f_{j})\cdot(1+\gamma)+\beta",,ModLN_{c}(f_j)=W_{\gamma}c\odotLayerNorm(f_j)+W_{\beta}c,The modulation function applies adaptive layer normalization to the transformer token $\mathbf{f}_j$ using scale and shift parameters linearly projected from the camera feature $\mathbf{c}$.
ICLR_2024_oral_36,2,f_{j}^{cross}=CrossAttn(ModLN_{c}(f_{j}^{in});\{h_{i}\}_{i=1}^{n})+f_{j}^{in} || f_{j}^{self}=SelfAttn(ModLN_{c}(f_{j}^{cross} );\{ModLN_{c}(f_{j}^{cross})\}_{j})+f_{j}^{cross},,"f_j^{ca}=CrossAttention\left(ModLN_{c}(f_j^{in}),\{h_i\}_{i=1}^n\right)","Each transformer layer updates the $j$-th triplane entry through cross-attention, self-attention, and MLP sub-layers, with camera modulation applied to each sub-layer input and residual connections around each sub-layer."
ICLR_2024_oral_36,3,f_{j}^{out}=MLP^{tfm}(ModLN_{c}(f_{j}^{self}))+f_{j}^{self},,f_{j}^{out}=MLP^{tfm}(ModLN_{c}(f_{j}^{self}))+f_{j}^{self},This equation computes the output feature $\mathbf{f}_{j}^{\mathit{out}}$ for the $j$-th triplane entry by applying the MLP sub-layer to the modulated self-attention features and adding a residual connection.
ICLR_2024_oral_36,4,"L_{recon}(x)=\frac{1}{V}\sum_{v=1}^{V}( L_{MSE}(\hat{x}_{v},x_{v}^{GT})+\lambdaL_{LPIPS}(\hat{x}_{v},x_{v}^{GT}))","where \(\mathcal{L}_{\mathrm{MSE}}\) is the normalized pixel-wise L2 loss, \(\mathcal{L}_{\mathrm{LPIPS}}\) is the perceptual image patch similarity (Zhang et al",L=\sum_{v=1}^{V}\left\|\hat{x}_v-x^{GT}_v\right\|_1,The reconstruction loss for a single input image is the sum of the L1 norms between each of the V rendered images and the corresponding ground truth images.
ICLR_2024_oral_37,1,"z_{t}=z_{0}+\int_{0}^{t}f(z_{s},s)ds","where the hidden state \(z_{t}\in\mathbb{R}^{d}\) evolves with certain dynamics characterized by a neural network \(f:\mathbb{R}^{d}\rightarrow\mathbb{R}^{d}\), \(z_{0}\) is the initial state, and \(s\) represents time in integrals","\frac{dh(t)}{dt}=f(h(t), t,\theta)",This equation defines the continuous-time dynamics of the hidden state $\mathbf{h}(t)$ as a neural network parameterized by $\theta$.
ICLR_2024_oral_37,2,"z_{t}=z_{0}+\int_{0}^{t}f(z_{s},s)ds+\int_{0}^{t}g(z_{s},s)dB_{s}","where \(z_{t}\) is a latent state that evolves over time, \(f:\mathbb{R}^{d}\times\mathbb{R}\rightarrow\mathbb{R}^{d}\) is the drift function to capture the evolving dynamics, \(g:\mathbb{R}^{d}\times\mathbb{R}\rightarrow\mathbb{R}^{d\times\omega}\) is the diffusion function to reflect the uncertainties, and \(B_{s}\) is an \(d\)-dimensional Brownian motion (Wiener Process)","z_{t}=z_{0}+\int_{0}^{t} f(z_{s}, s)ds+\int_{0}^{t} g(z_{s}, s)dW_{s}","where the hidden state \(z_{t}\) evolves with drift function \(f\), diffusion function \(g\), and \(W_s\) is a Wiener process representing injected noise."
ICLR_2024_oral_37,3,"\min_{\theta}R_{\nu}(h_{\theta})=\min_{\theta}E_{(z,y)\simD (z_{M+1:M+L},y_{M+1:M+L})}[h_{\theta}(z)\neq y]","where \(\nu\) is the distribution of the stochastic path (Boue & Dupuis, 1998) of \(\mathcal{D}\) along timestamps \(T\) to \(T+T^{*}\), \(z_{M+1:M+L}\) and \(y_{M+1:M+L}\) are short for \(z\) and \(y\) at the timestamps \(\{t_{M+1},\dots,t_{M+L}\}\), \(R_{\nu}\) is the risk of a learning model \(h_{\theta}\) parameterized by parameters \(\theta\)","\min_{h}\frac{1}{L}\sum_{l=1}^{L}E_{(z,y)\simD(z,y|t_{M+l})}\left[\ell(h(z), y)\right]","The objective of evolving domain generalization is to minimize the average expected loss over target domains at future timestamps \(t_{M+l}\), where \(h\) is the predictive model, \(\ell\) is the loss function, and \(\mathcal{D}(z,y|t_{M+l})\) is the joint distribution of latent features and labels at time \(t_{M+l}\)."
ICLR_2024_oral_37,4,"\hat{z}_{i|m+1}^{k}=\underset{z_{i|m+1}^{k}=\underset{z_{i|m+1}^{k}\in S_{m+1}^{k}}{argmin}}Dist(z_{i|m}^{k},z_{j|m+1}^{k})","where \(\text{Dist}:\mathcal{Z}\times\mathcal{Z}\rightarrow[0,+\infty)\) is a distance metric defined over the embedding space, \(\mathbb{S}_{m+1}^{k}\) be the set of \(N_{B}\) data points sampled from \(\mathcal{D}_{m+1}\) (short for \(\mathcal{D}(z,y|t_{m+1})\)) with class \(y=k\in\{1,","z_{m+1}^{k,i}=\arg\min_{z'\inZ_{m+1}^{k}}\| z'-z_{m}^{k,i}\|_2","For each class \(k\) and each sample \(i\) at time \(t_m\), the corresponding sample at \(t_{m+1}\) is the one in class \(k\) at \(t_{m+1}\) that is closest in the representation space."
ICLR_2024_oral_37,5,"\hat{z}_{i|m+\lambda}=Interp(z_{i|m}^{k},\hat{z}_{i|m+1}^{k},\lambda)=(1-\lambda)z_{i|m}^{k}+\lambda\hat{z}_{i|m+1}^{k},\forall z_{i|m}^{k}\inS_{m}^{k}","where the interpolation rate \(\lambda\in(0,1)\) is sampled from a Beta distribution \(\mathcal{B}(\beta_{1},\beta_{2})\), \(\beta_{1}\) and \(\beta_{2}\) are the parameters of the Beta distribution, and \(\mathbb{S}_{m}^{k}\) consists of instances sampled from \(k\)-th class of \(m\)-th domain","z_i^k(t)=z_{i|m}^k+\frac{t-t_m}{t_{m+1}-t_m}\left(\hat{z}_{i|m+1}^k-z_{i|m}^k\right),\quad t\in [t_m, t_{m+1}]",The interpolated representation \( z_i^k(t) \) at time \( t \) for the \( i \)-th sample of class \( k \) is generated by linearly interpolating between \( z_{i|m}^k \) and \( \hat{z}_{i|m+1}^k \).
