paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICLR_2024_oral_52,6,"\nabla_{x(t)}\log p(x(t))=\nabla_{(x_{1}(t),\ldots,x_{N}(t))}\log p(x_{1}(t),\ldots,x_{N}(t))\",,"\nabla_{x(t)}\log p(x(t))\approxS^{\theta}(x(t),\sigma(t))\",where the score function is approximated by the neural network $\mathcal{S}^{\theta}$ as part of the multi-source diffusion model (MSDM) for capturing the prior distribution of the sources.
ICLR_2024_oral_52,7,"S^{\theta}(x(t),\sigma(t)):R^{N\times D}\timesR arrowR^{N\times D}\","where \(\mathbf{x}(t)=(\mathbf{x}_{1}(t),\ldots,\mathbf{x}_{N}(t))\) denotes the sources perturbed with the Gaussian kernel in Eq","S^{\theta}(x(t),\sigma(t))=(S_{1}^{\theta}(x(t),\sigma(t)),\ldots,S_{N}^{\theta}(x(t),\sigma(t)))\","where each component $\mathcal{S}_{n}^{\theta}(\mathbf{x}(t),\sigma(t))$ corresponds to the score estimate for the $n$-th source waveform given the noisy input $\mathbf{x}(t)$ and noise level $\sigma(t)$."
ICLR_2024_oral_52,9,"\nabla_{x_{\overline{I}}(t)}\log p([x_{\overline{I}}(t),\hat{x}_{I}(t)])\","where \(\hat{\mathbf{x}}_{\mathcal{I}}\) is a sample from the forward process: \(\hat{\mathbf{x}}_{\mathcal{I}}(t)\sim\mathcal{N}(\mathbf{x}_{\mathcal{I}}(t) ;\mathbf{x}_{\mathcal{I}}(0),\sigma(t)^{2}\mathbf{I})\)","\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t))=\nabla_{x_{\overline{I}}(t)}\log p(x_{1}(t),\ldots,x_{N}(t))-\nabla_{x_{\overline{I}}(t)}\log p(x_{I}(t))",This equation decomposes the conditional score into the gradient of the joint distribution and the gradient of the marginal distribution of the fixed sources.
ICLR_2024_oral_52,10,"\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t))\approx S_{\overline{I}}^{\theta}([x_{\overline{I}}(t),\hat{x }_{I}(t)],\sigma(t))\",where \(S_{\overline{\mathcal{I}}}^{\theta}\) denotes the entries of the score network corresponding to the sources indexed by \(\overline{\mathcal{I}}\),"\nabla_{x_{\overline{I}}(t)}\log p([x_{\overline{I}}(t),\hat{x}_{I}(t)])\approx S^{\theta}([x_{\overline{I}}(t),\hat{x}_{I}(t)],\sigma(t))_{\overline{I}}\",Approximation of the conditional score function for the remaining sources in the partial generation task using the trained score network and the concatenation of the noisy fixed sources and the current estimate of the remaining sources.
ICLR_2024_oral_52,12,"p(y(t)\midx(t))=N(y(t)\mid\sum_{n=1}^{N}x_{n}(t),\gamma^{2}(t)I)",,"p(y(0)\midx(t))=N(y(0);x(t),\sigma^{2}(t)I)\",
ICLR_2024_oral_52,13,p(y(t)\midx(t))=1_{y(t)=\sum_{n=1}^{N}x_{ n}(t)}\,,p(y(t)\midx(t))=\delta\left(y(t)-\sum_{n=1}^{N}x_{n}(t)\right)\,where the likelihood is modeled as a Dirac delta function enforcing the mixture condition at time $t$.
ICLR_2024_oral_52,14,"\nabla_{x_{m}(t)}\log p(x(t)\midy(0))\approx S_{m}^{\theta}((x_{1}(t),\dots,x_{N-1}(t),y(0)-\sum_{n=1}^{N-1}x_{n}(t)),\sigma(t)) || -S_{N}^{\theta}((x_{1}(t),\dots,x_{N-1}(t),y(0)-\sum_{n=1}^{N-1}x_{n}(t)),\sigma(t))\",,"\nabla_{x_{1:N-1}(t)}\log p([x_{1:N-1}(t),y(0)-\sum_{n=1}^{N-1}x_{n}(t)])\","where the gradient is computed with respect to the first $N-1$ sources, and the $N$-th source is implicitly constrained via $\mathbf{x}_{N}(t)=\mathbf{y}(0)-\sum_{n=1}^{N-1}\mathbf{x}_{n}(t)$ to enforce the mixture constraint $\sum_{n=1}^{N}\mathbf{x}_{n}(t)=\mathbf{y}(0)$"
ICLR_2024_oral_53,1,L=L_{clip}+\lambdaL_{video},where video-paragraph contrastive loss \(\mathcal{L}_{\text{video}}\) explores the temporal correlations between the long video \(\mathbf{V}_{i}\) and its corresponding paragraph \(\mathbf{T}_{i}\) through a novel noise robust temporal optimal transport distance,"D=\left\{V_i,T_i\right\}_{i=1}^{N}",Defines the instructional video dataset as a collection of video-paragraph pairs indexed by instance number $i$.
ICLR_2024_oral_53,2,"\max_{Q\inQ}&\langleQ,\S\rangle+\varepsilon H(Q)\\s.t.&Q=\{Q\inR _{+}^{n\times m}\midQ1_{m}=\mu,Q^{\top}1_{n}=\nu\}","where \(\mathbf{1}_{m}\) represents the vector of ones in dimension \(m\), \(\boldsymbol{\mu}\in\mathbb{R}^{n}\) and \(\boldsymbol{\nu}\in\mathbb{R}^{m}\) indicate the relative importance of each clip or caption","\min_{Q\inU(n,m)}\langleQ,S\rangle","where $\mathcal{U}(n,m)$ denotes the set of all transport plans satisfying the marginal constraints, representing the optimal transport objective that minimizes the global alignment cost between video clips and captions."
ICLR_2024_oral_53,3,"Q^{*}&=Diag(\kappa_{1})\exp(S/\varepsilon)Diag(\kappa_{2}),\\with iteratively updated \kappa_{1}& arrow\mu./(\exp(S/\varepsilon)\kappa_{2}),\\kappa_{2}arrow\nu_{.}/(\exp(S^{\top}/\varepsilon)\kappa_{1})","where \(\boldsymbol{\kappa}_{1}\in\mathbb{R}^{n}\), \(\boldsymbol{\kappa}_{2}\in\mathbb{R}^{m}\) are the non-negative left and right scaling vectors",Q^{*}=diag(u)\exp\left(\frac{S}{\varepsilon}\right)diag(v),where $\mathbf{u}$ and $\mathbf{v}$ are the scaling vectors obtained through Sinkhorn iterations to satisfy the marginal constraints
ICLR_2024_oral_53,4,"L_{video}=-\sum_{i=1}^{N}(\log\frac{\exp((Q_{ii},\S_{ii})/\tau)}{\sum_{j=1}^{N}\exp((Q_{ ij},\S_{ij})/\tau)}+\log\frac{\exp((Q_{ii},\S_{ii})/\tau)}{\sum_{j=1}^{N}\exp((Q_{ ji},\S_{ji})/\tau)})","where \(\mathbf{S}_{ij}\in\mathbb{R}^{n\times m}\) is the clip-caption similarity matrix between video \(\mathbf{V}_{i}\) and paragraph \(\mathbf{T}_{j}\), \(\mathbf{Q}_{ij}\) is the corresponding transport assignment of \(\mathbf{S}_{ij}\), and \(\tau\) is a learnable temperature initialized as 0","L_{video}=-\log\frac{\exp(-d_{OT}(V_i,T_i)/\tau)}{\sum_{T_j\inB}\exp(-d_{OT}(V_i,T_j)/\tau)}","where $d_{\text{OT}}(\mathbf{V}_i, \mathbf{T}_i)$ denotes the optimal transport distance between video $\mathbf{V}_i$ and its corresponding paragraph $\mathbf{T}_i$, and $\tau$ is a temperature parameter controlling the concentration level of the exponential distribution over the distances."
ICLR_2024_oral_53,5,"[S]_{a,b}=\frac{1}{2}(\frac{1}{f}\sum_{i=1}^{f}\alpha\log(\sum_{j=1}^{w}\exp(\frac{v_{a}^{i}\cdott_{b}^{j}}{\alpha}) )+\frac{1}{w}\sum_{i=1}^{w}\alpha\log(\sum_{j=1}^{f}\exp(\frac{t_{b}^{i}\cdotv_{a}^{j}}{\alpha})))",,"S_{a,b}^{fine}=\log\sum_{j=1}^{f}\sum_{k=1}^{w}\exp\left(\frac{v_{a}^{j}\cdott_{b}^{k}}{\sigma}\right)","where $\mathcal{S}_{a,b}^{\text{fine}}$ represents the fine-grained similarity between frame $j$ in clip $\mathbf{v}_{a}$ and word $k$ in caption $\mathbf{t}_{b}$, computed using a log-sum-exp operator with temperature parameter $\sigma$"
ICLR_2024_oral_53,6,"[\bar{S}]_{a,m+1}=[\bar{S}]_{n+1,b}=[\bar{S}]_{n+1, m+1}=p,\,[\bar{S}]_{a,b}=[S]_{a,b},\\forall a\in[1,n],\b\in[1,m]",,\tilde{S}=S & p1_{n}\\p1_{m}^{\top} & p\inR^{(n+1)\times(m+1)},where $\tilde{\mathbf{S}}$ represents the augmented similarity matrix with an additional alignable prompt bucket to filter out irrelevant clips or captions during optimal transport computation
ICLR_2024_oral_53,7,"\max_{\hat{Q}\in\hat{Q}}\\\\langle\hat{Q},\\hat{S}\rangle+\varepsilon H(\hat{Q})\\\\s.t.\\\\hat{Q}=\{\hat{Q}\inR^{B\times B}_{+}\mid\hat{Q}1_{B}=\frac{1}{B}1_{B},\hat{Q}^{\top}1_{B}=\frac{1}{B}1_{B}\}",where the transport assignment \(\hat{\mathbf{Q}}\) attempts to realign the clips with similar captions (_i,"\max_{\hat{Q}\in\hat{Q}}&\langle\hat{Q},\\hat{S}\rangle+\varepsilon H(\hat{Q})\\s.t.&\hat{Q}=\{\hat{Q}\inR_{+}^{B\times B}\mid\hat{Q}1_{B}=\hat{\mu},\\hat{Q}^{\top}1_{B}=\hat{\nu}\}","where $\hat{\boldsymbol{\mu}},\hat{\boldsymbol{\nu}}\in\mathbb{R}^{B}$ are the marginal distributions over clips and captions in the batch, and $\varepsilon$ controls the entropy regularization strength"
ICLR_2024_oral_53,8,"L_{clip}=-\sum\limits_{i=1}^{B}\sum\limits_{j=1}^{B}[ T]_{i,j}(\log\frac{\exp([\hat{S}]_{i,j}/\tau)}{\sum_{k=1}^{B}\exp([\hat{S}]_{i,k}/\tau)}+\log\frac{\exp([\hat{S}]_{i,j}/\tau)}{\sum_{k=1}^{B}\exp([\hat{S}]_{i,j}/\tau)}),T=(1-\beta )\,I_{B}+\beta\hat{Q}^{*}",where \(\beta\) is a weighted parameter that balances the identity target \(\mathbf{I}_{B}\) and realigned targets \(\hat{\mathbf{Q}}^{*}\),"L_{clip}=-\frac{1}{B}\sum_{i=1}^{B}\sum_{j=1}^{B}[\hat{Q}^{*}]_{i,j}\log\frac{\exp(\hat{S}_{i,j}/\tau)}{\sum_{k=1}^{B}\exp(\hat{S}_{i,k}/\tau)}",where $\mathcal{L}_{\text{clip}}$ leverages the realigned targets from optimal transport to provide enhanced supervision by exploiting faulty negatives in the contrastive learning framework
ICLR_2024_oral_54,1,"\min_{S\inR^{N\times d}}D(\nabla_{\theta}\ell(S;\theta),\nabla_{\theta}\ell(B;\theta))=D( S,B;\theta)","where the function \(D(\cdot)\) is defined as a distance metric such as MSE, \(\theta\) represents the model parameters, and \(\nabla_{\theta}\ell(\cdot)\) denotes the gradient, utilizing either the big dataset \(\mathcal{B}\) or its synthetic version \(\mathcal{S}\)",\min_{S}\left\|\nabla_{\theta}L(\theta;B)-\nabla_{\theta}L(\theta;S)\right\|_2^2,Equation 1 formulates the optimization objective to minimize the squared L2 norm of the gradient difference between the original dataset $\mathcal{B}$ and the synthetic dataset $\mathcal{S}$ with respect to the model parameters $\theta$.
ICLR_2024_oral_54,2,"SarrowS-\lambda\nabla_{S}D( S,B;\theta),\quad\thetaarrow\theta-\eta\nabla_{\theta}\ell(\theta;S)","where \(\lambda\) and \(\eta\) are learning rates designated for \(\mathcal{S}\) and \(\theta\), respectively","\theta^{(t+1)}=\theta^{(t)}-\eta\nabla_{\theta}\ell(S^{(t)};\theta^{(t)}),\quadS^{(t+1)}=S^{(t)}-\gamma\nabla_{S} D(S^{(t)},B;\theta^{(t)})","where $\theta^{(t)}$ and $\mathcal{S}^{(t)}$ denote the model parameters and synthetic dataset at iteration $t$, and $\eta$ and $\gamma$ are the respective learning rates for model and data updates."
ICLR_2024_oral_54,3,"\min_{S\inR^{N\times d}}D(\nabla_{\theta }\ell(S_{[1]},S_{[2]},\ldotsS_{[N]};\theta ),\nabla_{\theta}\ell(B;\theta))","where \(\mathcal{S}_{[n]}=\mathcal{S}_{\{1,2,\ldots,n\}}\subset\mathcal{S}=\mathcal{S}_ {[N]}\) represents \(n_{th}\) subset of the synthetic dataset \(\mathcal{S}\in\mathbb{R}^{N\times d}\)","\min_{S\inR^{N\times d}}\sum_{n=1}^{N}D(\nabla_{\theta}\ell(S_{[n]};\theta),\nabla_{\theta}\ell(B;\theta))","where $\mathcal{S}_{[n]}$ denotes the subset of the synthetic dataset $\mathcal{S}$ with size $n$, and the objective is to minimize the gradient distance between each subset of $\mathcal{S}$ and the original dataset $\mathcal{B}$"
ICLR_2024_oral_54,4,"SarrowS-\lambda(\nabla_{S}D(S,B;\theta)+\nabla_{S_{[n]}}D(S_{[n]},B;\theta)),\hskip 14.226378ptn\in[1,N-1]","where \(\mathcal{S}=\mathcal{S}_{[N]}\) represents the condensed dataset of \(N\) images and is associated with the ""base loss""","\min_{S\inR^{N\times d}}D(\nabla_{\theta}\ell(S_{[N]};\theta),\nabla_{\theta}\ell(B;\theta))+\gamma\sum_{n=1}^{N-1}D(\nabla_{\theta}\ell(S_{[n]};\theta),\nabla_{\theta}\ell(B;\theta))","where the first term is the ""base loss"" for the full synthetic dataset $\mathcal{S}_{[N]}$ and the second term is the ""subset loss"" that incorporates information from all smaller subsets $\mathcal{S}_{[n]}$ with $n < N$, weighted by $\gamma$."
ICLR_2024_oral_54,5,"F_{t}(S_{[n]},B)=D(f_{t}(S _{[n]}),f_{t}(B))","where \(f_{t}(\cdot)\) is the feature extraction function for \(t_{th}\) condensation iteration, and \(D(\cdot)\) is a distance metric like MSE","d_{t}(S_{[n]},B)=\frac{1}{d}\|\mu(S_{[n]})-\mu(B)\|_{2}^{2}+Tr(\Sigma(S_{[n]})+\Sigma(B)-2(\Sigma(S_{[n]})\Sigma(B))^{1/2})","where $d$ is the feature dimension, $\mu(\cdot)$ and $\Sigma(\cdot)$ denote the mean and covariance of features, respectively, and $\text{Tr}(\cdot)$ represents the trace of a matrix"
ICLR_2024_oral_54,6,"F_{t}(S_{[p]},B)>F_{t}(S_{[q]},B),\;\;if\;\;\;1<p<q<N",,"F_{t}(S_{[p]},B) > F_{t}(S_{[q]},B)","where $F_{t}(\cdot)$ denotes the feature distance at condensation iteration $t$, and $\mathcal{S}_{[p]}$, $\mathcal{S}_{[q]}$ are subsets of sizes $p$ and $q$ respectively, with $p < q$."
ICLR_2024_oral_54,7,"\underbrace{F_{t-\Delta t}(S_{[p]},B)>F_{t} (S_{[p]},B)}_{p},\;\;\underbrace{F_{t-\Delta t }(S_{[q]},B)>F_{t}(S_{[q]},B)}_{q}",where \(t-\Delta t\) and \(t\) are two different time points for the condensation process,"F_{t}(S_{[p]},B)-F_{t}(S_{[q]},B)>F_{t+1}(S_{[p]},B)-F_{t+1}(S_{[q]},B),\;\;if\;\;\;1<p<q<N",Equation 7 illustrates that the difference in feature distances between smaller and larger subsets decreases as the condensation process progresses.
ICLR_2024_oral_54,8,"R(S_{[n]},t)=\frac{\Delta F_{S_{[n]}}}{\Delta t}=\frac{ |F_{t}(S_{[n]},B)-F_{t-\Delta t}(S_{[n]},B)|}{\Delta t}","where \(R(\mathcal{S}_{[n]},t)\) represents the rate of change of feature distance for subset \(\mathcal{S}_{[n]}\) at the time point \(t\), and \(\Delta F_{\mathcal{S}_{[n]}}\) denotes the change in feature distance of subset \(\mathcal{S}_{[n]}\) from time \(t-\Delta t\) to \(t\)","r_{t}(S_{[n]},B)=\frac{F_{t-\Delta t}(S_{[n]},B)-F_{t}(S_{[n]},B)}{F_{t-\Delta t}(S_{[n]},B)}","where $r_{t}(\mathcal{S}_{[n]},\mathcal{B})$ represents the feature distance reduction rate for subset $\mathcal{S}_{[n]}$ at iteration $t$, measuring how quickly the subset becomes more representative relative to the big dataset $\mathcal{B}$."
ICLR_2024_oral_54,9,"S_{MLS}(t)=S_{[n_{t}^{*}]}=\operatorname*{arg\, max}_{S_{[n]}}(R(S_{[n]},t))\;\; where\;\;n\in[1,N-1]",,"S_{[n^{*}]}=\arg\max_{S_{[n]}\subsetS}R(S_{[n]},t),\quad n^{*}\in[1,N-1]","The Most Learnable Subset (MLS) at time $t$ is the subset $\mathcal{S}_{[n^{*}]}$ that maximizes the feature distance reduction rate $R(\mathcal{S}_{[n]},t)$ among all subsets $\mathcal{S}_{[n]}\subset\mathcal{S}$ with $n^{*}\in[1,N-1]$."
ICLR_2024_oral_54,10,{l}Using Eq.~{\ref{eq:mLS} to~{}}Update&S\\Update&S\setminusS_{MLS}(t-\Delta t)if\;S_{MLS}(t)\supsetS_{MLS}(t-\Delta t),where \(\setminus\) is the symbol for set minus,"S\leftarrowS-\lambda\left(\nabla_{S} D(S,B;\theta)+I_{\{n_t^*\ne n_{t-\Delta t}^*\}}\cdot\nabla_{S_{[n_t^*]}} D(S_{[n_t^*]},B;\theta)\right)",where $\mathbb{I}_{\{n_t^* \ne n_{t-\Delta t}^*\}}$ is an indicator function that activates the subset loss term only when the MLS changes in size compared to the previous iteration.
ICLR_2024_oral_55,2,"\operatorname*{arg\,max}_{\alpha,\phi}\prod_{\bar{D}_{test}} p(Y_{Q}|f_{\alpha,\phi}(S,X_{Q}))",,"\operatorname*{arg\,max}_{\theta,\alpha}\prod_{\bar{D}_{test}}p(Y_{Q}|f_{\theta,\alpha}(S,X_{Q}))","Equation 2 reformulates the optimisation objective for meta-test by considering both the transferred parameters $\theta$ and the adapter parameters $\alpha$ in the classifier function $f_{\theta,\alpha}$."
ICLR_2024_oral_55,3,"g_{\phi,\phi^{\prime},\alpha}(x)=g_{\phi,\phi^{\prime}}(x)+h_{\alpha}(x)","where \(x\in\mathbb{R}^{W,H,C}\)","\tilde{g}_{\alpha,\phi}(x)=g_{\phi}(x)+h_{\alpha}(x)","where the adapted layer output is the sum of the original layer output and the adapter output, enabling task-specific adaptation through residual connections."
ICLR_2024_oral_55,4,"g_{\phi,\phi^{\prime},\alpha}(x)=z(A_{qkv}[q\;;\;g_{\phi,\phi^{\prime}}(x)]+h _{\alpha 1})+h_{\alpha 2}",where \(x\in\mathbb{R}^{D}\) and \([\cdot\;;\;\cdot]\) denotes the concatenation operation,"g_{\phi,\phi^{\prime},\alpha}(x)=Prefix_{\alpha}(A_{qkv}(x)) &for query, key, value,\\A_{qkv}(x)+Residual_{\alpha}(A_{qkv}(x)) &for attention output,\\z(x)+Residual_{\alpha}(z(x)) &for feed-forward output","Equation 4 defines the adaptation architecture for ViTs using ETT, where tunable prefixes and residual adapters are applied to different components of the self-attention and feed-forward modules."
ICLR_2024_oral_55,5,"L(f,S,Q)=\frac{1}{|Q|}\sum_{i=1}^{|Q|}\log\frac{e^{-d_{cos}(C_{Q_{i}},f(Q_{i}))}}{\sum_{j=1}^{|C|}e^{-d_{cos}(C_{j},f(Q_{cj}))}}","where \(C_{\mathcal{Q}_{i}}\) denotes the embedding of the class centroid that corresponds to the true class of \(\mathcal{Q}_{i}\), and \(d_{cos}\) denotes the cosine distance","\min_{\alpha,\phi^{\prime}}E_{\bar{D}_{train}}[L(f_{\theta,\alpha,\phi^{\prime}},S,Q)]","where the supernet is trained by minimizing the expected prototypical loss over meta-train tasks, with frozen backbone parameters $\theta$ and learnable adapter/fine-tuned parameters $\alpha,\phi^{\prime}$"
ICLR_2024_oral_55,6,"\operatorname*{arg\,min}_{\alpha,\phi^{\prime}}\E_{p\sim P}E_{S,Q}\L(f^{p}_{\theta,\alpha,\phi^{\prime}},S,Q)",,"\min_{\alpha,\phi^{\prime}}E_{p\sim P}\left[L(f^{p}_{\theta,\alpha,\phi^{\prime}},S,Q)\right]",The supernet training objective minimises the expected prototypical loss over all possible paths sampled from the search space.
ICLR_2024_oral_55,7,"p_{k}=\operatorname*{arg\,max}_{p\in P}E_{S,Q}A(f^{p}_{\theta,\alpha^{\prime},\phi^{\prime\prime}},S,Q),\quads.t || \alpha^{*},\phi^{\prime*}=\operatorname*{arg\,min}_{\alpha,\phi^{\prime}}L(f^{p} _{\theta,\alpha,\phi^{\prime}},S,S)",,"\forall n\in\{1,...,N\},\p_{n}\in P\quadand\quad p_{n}\neq p_{m}\\forall n\neq m",Ensuring that each selected path $p_n$ is unique and belongs to the set of all possible paths $P$.
ICLR_2024_oral_55,8,"\quad\forall_{j=1,\dots,k-1}\\d_{cos}(p_{k},p_{j})\geq T",,"A(f^{p}_{\theta,\alpha^{\prime},\phi^{\prime\prime}},S,Q)=\frac{1}{|Q|}\sum_{i=1}^{|Q|}\log\frac{e^{-d_{cos}(C_{Q_{i}},f^{p}_{\theta,\alpha^{\prime},\phi^{\prime\prime}}(Q_{i}))}}{\sum_{j=1}^{|C|}e^{-d_{cos}(C_{j},f^{p}_{\theta,\alpha^{\prime},\phi^{\prime\prime}}(Q_{j}))}}","Equation 8 defines the adaptation performance $A$ of a path $p$ on a query set $\mathcal{Q}$, using the cosine distance between class centroids and embeddings of query examples, similar in structure to the prototypical loss in Equation 5 but conditioned on the supernet path $f^{p}_{\theta,\alpha^{\prime},\phi^{\prime\prime}}$."
ICLR_2024_oral_55,9,"A(f,S,Q)=\frac{1}{|Q|}\sum_{i=1}^{|Q|}[\operatorname*{arg\,min}_{j}d_{cos}(C_{Q_{j}},f(Q_{i}))=Y_ {Q_{i}}]",,"\quad A(f,S,Q)=\frac{1}{|Q|}\sum_{i=1}^{|Q|}I\left[\operatorname*{arg\,min}_{j} d_{cos}(f(Q_i), C_j)\right]","Classification accuracy of a nearest centroid classifier (NCC), where $\mathbb{I}[\cdot]$ is the indicator function that evaluates to 1 if the predicted class matches the true class, and 0 otherwise."
ICLR_2024_oral_55,10,"p^{*}=\operatorname*{arg\,min}_{p\in\{p_{1},...,p_{N}\}}L(f^{p}_{O_{\alpha^{*}},\phi^{\prime\prime*}},S,S),\quads.t || \alpha^{*},\phi^{\prime*}=\operatorname*{arg\,min}_{\alpha,\phi^{\prime}}L(f^{p}_{O,\alpha,\phi^{\prime}},S,S)",,"p^{*}=\operatorname*{arg\,max}_{p\in\{p_{1},...,p_{N}\}}A(f^{p}_{\theta,\alpha^{*},\phi^{\prime*}},S,Q),\quadwhere\\alpha^{*},\phi^{\prime*}=\operatorname*{arg\,min}_{\alpha,\phi^{\prime}}L(f^{p}_{\theta,\alpha,\phi^{\prime}},S,S)","Final path selection during meta-testing based on accuracy maximisation over pre-selected models, with parameters fine-tuned on the given support set."
ICLR_2024_oral_56,1,"\vec{x}_{n}&=A\vec{x} _{n-1}+Bu_{n}&A\inC^{N\times N},B\inC^{N\times 1}\\y_{n}&=C\vec{x}_{n}&C\inC^{1\times N}",,"\vec{x}_{n+1}=A\vec{x}_{n}+B u_{n},\quad y_{n}=C\vec{x}_{n}+D u_{n}",Equation 1: State Space Model (SSM) equations describing the linear recurrence for hidden state evolution and output generation.
ICLR_2024_oral_56,2,A=A-PQ^{\star} || \bar{A}=(I-\Delta/2\cdotA)^{-1}(I+\Delta/2\cdotA),,"A &\leftarrowdiag(\lambda_{1},\lambda_{2},\dots,\lambda_{N})\quadwith \lambda_{i}\inC\\B &\leftarrowdiag(b_{1}, b_{2},\dots, b_{N})\quadwith  b_{i}\inC\\C &\leftarrowdiag(c_{1}, c_{2},\dots, c_{N})\quadwith  c_{i}\inC","Equation 2 introduces the diagonal parameterization of the state-space matrices used in S4, where each matrix is represented as a diagonal matrix with complex entries, simplifying the model while preserving performance."
ICLR_2024_oral_56,3,\bar{B}=(I-\Delta/2\cdotA)^{-1}\DeltaB\quad\bar{C}=C,,\bar{B}=\sqrt{\Delta}(I-\Delta/2\cdotA)^{-1}B,"Equation 3 defines the transformed input matrix $\mathbf{\bar{B}}$ in the S4 parameterization, scaled by the square root of the step size $\Delta$ and modified through the resolvent of the matrix $\mathbf{A}$."
ICLR_2024_oral_56,4,K_{k}=\bar{C}^{T}\bar{A}^{k}\bar{B},"where \(\mathbf{A},\mathbf{P},\mathbf{Q},\mathbf{B},\mathbf{C},\Delta\) are learnable parameters and \(\mathbf{A}\in\text{{Diag}}(\mathbb{C}^{N\times N}),\mathbf{P},\mathbf{Q}\in\mathbb{C}^{N \times 1}\)",\vec{x}_{n}&=\bar{A}\vec{x}_{n-1}+\bar{B}u_{n}\\y_{n}&=\bar{C}\vec{x}_{n},"Discretized state-space model using the transformed parameters $\bar{\mathbf{A}}$, $\bar{\mathbf{B}}$, and $\bar{\mathbf{C}}$ derived from the continuous-time formulation."
ICLR_2024_oral_56,5,"\vec{x}_{n}&=A\vec{x} _{n-1}+I\,u_{n}&A\in{diag}(C^{N\times N })\\y_{n}&=C\vec{x}_{n}&C\inC^{1\times N}",where \(\mathbf{I}\) is the all-ones vector,\vec{x}_{n} &=\lambda\vec{x}_{n-1}+\beta u_{n}\\y_{n} &=\gamma^{\top}\vec{x}_{n},"Diagonal Linear RNN (DLR) formulation with scalar state transition coefficient $\lambda$, input scaling $\beta$, and output projection $\gamma$."
ICLR_2024_oral_58,2,"\rho_{(i,j),(a,b)}\triangleqE_{(x,y)\simG}[(\upsilon_{i,a}(x)-\mu_{i,a})(\upsilon_{j,b}(x)-\mu_{j,b}) ](\sigma_{i,a}\\sigma_{j,b})^{-1}",,"\rho_{i,j}^{(a,b)}\triangleq\frac{E_{(x,y)\simG}\left[(\upsilon_{i,a}(x)-\mu_{i,a})(\upsilon_{j,b}(x)-\mu_{j,b})\right]}{\sigma_{i,a}\sigma_{j,b}}",Defines the correlation between the $a^{\text{th}}$ feature of model $f_i$ and the $b^{\text{th}}$ feature of model $f_j$.
ICLR_2024_oral_58,3,Acc=p_{d}(1-\frac{1}{2}\binom{t_{d}-c_{d}}{a_{d}}\\\binom{t_{d}}{a_{d}}^{+}p_{r}(1-\frac{1}{2}\binom{t_{r}-c_{r}}{c_{r}}\\\binom{t_{r}}{c_{r}}),,Acc=\frac{1}{2}\left[1-\left(p_{d}\left(1-\frac{c_{d}}{t_{d}}\right)^{n_{d}}+p_{r}\left(1-\frac{c_{r}}{t_{r}}\right)^{n_{r}}\right)\right],"The expected accuracy is derived based on the overlap between features of a model and a data point, considering dominant and rare features separately and their respective probabilities of being learned by the model."
ICLR_2024_oral_59,1,\Pr[A(D)\in R]\leq e^{\epsilon}\Pr[A(D^{\prime})\in R]+\delta,,\Pr[A(D)\in R]\leq e^{\epsilon}\cdot\Pr[A(D^{\prime})\in R]+\delta,"Probability bound defining user-level $(\epsilon,\delta)$-differential privacy for algorithm $A$ over output regions $R$."
ICLR_2024_oral_59,2,"\hat{\epsilon}=\max\{\log\frac{1-\delta-FPR}{FNR},\log\frac{1-\delta-FNR}{FPR}\}",,\epsilon=\log\left(\frac{FNR}{1-FPR}\right),Characterization of the privacy parameter $\epsilon$ in terms of the false negative rate (FNR) and the false positive rate (FPR) for a hypothesis test distinguishing datasets $D$ and $D^{\prime}$.
ICLR_2024_oral_59,3,f_{d}(t)=\frac{\Gamma(\frac{d}{2})}{\Gamma(\frac{d-1}{2})\sqrt{\pi}}(1-t^{2})^{\frac{d-3}{2}},,"f_{\tau_{d}}(t)=\frac{\Gamma\left(\frac{d}{2}\right)}{\sqrt{\pi}\Gamma\left(\frac{d-1}{2}\right)}(1-t^{2})^{\frac{d-3}{2}},\quad t\in[-1,1]",
ICLR_2024_oral_6,1,"\epsilon_{k}(x)\mathop{=}^{def}u_{k}(\texttt{BR}_{k},x_{-k})-u_{k}(x) where \texttt{BR}_{k}\in\operatorname*{arg\,max}_{z}u_{k}(z,x_{-k})",,L(\theta)=\sum_{i=1}^{N}\left\|\nabla_{\theta_i} J_i(\theta)\right\|^2,"Equation 1 defines a loss function $\mathcal{L}(\theta)$ that measures the squared norm of the gradients of each player's cost function $J_i(\theta)$ with respect to their own parameters $\theta_i$, summed over all players $N$."
ICLR_2024_oral_6,2,L(x)=\sum_{k}\eta_{k} || \Pi_{T\Delta}(\nabla_{x_{k}}^{k}) || ^{2},"where each \(\eta_{k}>0\) represents a scalar weight, or equivalently, a step size to be explained next",L(x)=\sum_{k}\left\|\nabla_{x_{k}} u_{k}(x)\right\|^2,"Proposed loss function measuring the squared norm of the projected gradient for each player, which is amenable to unbiased estimation under sampled play."
